Index,RecSession,HitNumber,IiwaNumber,DesiredFlux,HittingFlux,DistanceTraveled,HittingInertia,ObjectPos,HittingPos,ObjectOrientation,HittingOrientation
0,2024-05-01_12-00-51,1,7,0.5,0.5490848422050476,0.2584616186551754,4.175833505436671,"[0.5728859901428223, 0.24459229409694672, 0.21876630187034607]","[0.5784137845039368, 0.2289894074201584, 0.2037721872329712]",[-0.49415085  0.50465006  0.5014599  -0.49968114],"[-0.7102864980697632, -0.008832916617393494, -0.000548022158909589, 0.7038570642471313]"
1,2024-05-01_12-00-51,10,7,0.52,0.6259835362434387,0.3236769649362796,4.225461230658239,"[0.5714451670646667, 0.297904372215271, 0.2192765474319458]","[0.5658578872680664, 0.2861555516719818, 0.1928260773420334]",[-0.49334997  0.50631219  0.50119376 -0.49905771],"[-0.7212498188018799, -0.010721825994551182, -0.006020825356245041, 0.69256591796875]"
2,2024-05-01_12-00-51,100,7,0.72,0.7124664783477783,0.4256258384021386,4.388099189852027,"[0.5645785331726074, 0.2933400869369507, 0.21918976306915283]","[0.553247332572937, 0.2848694324493408, 0.18774628639221191]",[-0.49254686  0.50711727  0.50180757 -0.49841627],"[-0.7282063961029053, -0.0034601422958076, -0.009476205334067345, 0.6852836012840271]"
3,2024-05-01_12-00-51,101,7,0.72,0.719232439994812,0.4483302279280876,4.371493186908306,"[0.5636624097824097, 0.2938280701637268, 0.218995600938797]","[0.556002140045166, 0.28059741854667664, 0.19326716661453247]",[ 0.49429944 -0.50559211 -0.49905059  0.50099218],"[-0.7286129593849182, -0.0024413594510406256, -0.0072877174243330956, 0.6848825216293335]"
4,2024-05-01_12-00-51,102,7,0.72,0.7122825384140015,0.4368300152793883,4.402481385736453,"[0.5667001605033875, 0.29671353101730347, 0.2189822494983673]","[0.5485578179359436, 0.2871098816394806, 0.19096753001213074]",[-0.49187422  0.50766248  0.5020383  -0.49829322],"[-0.7300041913986206, -0.0022525519598275423, -0.011478438973426819, 0.6833425760269165]"
5,2024-05-01_12-00-51,103,7,0.73,0.7156470417976379,0.38444888324233856,4.414806185675116,"[0.5646809935569763, 0.2950143814086914, 0.21906813979148865]","[0.5524940490722656, 0.2845780551433563, 0.17806322872638702]",[-0.49537212  0.5040971   0.50112987 -0.49936101],"[-0.719771146774292, -0.003898821072652936, -0.009003764018416405, 0.6941421031951904]"
6,2024-05-01_12-00-51,104,7,0.73,0.7191762328147888,0.47024390828735413,4.409896682736897,"[0.5659750699996948, 0.29633861780166626, 0.21848425269126892]","[0.5479570627212524, 0.2821819484233856, 0.1984904557466507]",[ 0.49421614 -0.50544411 -0.49992892  0.50034761],"[-0.7296484112739563, -0.00014820153592154384, -0.008894702419638634, 0.683764636516571]"
7,2024-05-01_12-00-51,105,7,0.73,0.7226813435554504,0.4301837131750266,4.396964490323501,"[0.5634262561798096, 0.2973479628562927, 0.2192188799381256]","[0.5638867020606995, 0.28763657808303833, 0.18539783358573914]",[ 0.49760178 -0.50198638 -0.49644521  0.50392884],"[-0.7283807992935181, -0.004538352135568857, -0.0072623672895133495, 0.6851190328598022]"
8,2024-05-01_12-00-51,106,7,0.73,0.7199016809463501,0.43969857640664256,4.3881241527331065,"[0.5648738145828247, 0.2960672974586487, 0.21917736530303955]","[0.5562592148780823, 0.2856508493423462, 0.18537433445453644]",[ 0.49812153 -0.50127226 -0.49607393  0.50449157],"[-0.7284098863601685, -0.00277906097471714, -0.010149989277124405, 0.6850607991218567]"
9,2024-05-01_12-00-51,107,7,0.74,0.7255256175994873,0.4488602869363948,4.402737865695524,"[0.5653828978538513, 0.2961699366569519, 0.2190842628479004]","[0.556804895401001, 0.2837509214878082, 0.18981680274009705]",[ 0.5001809  -0.49945837 -0.49298525  0.50727308],"[-0.7294312119483948, -0.0033825973514467478, -0.0077185784466564655, 0.6840022802352905]"
10,2024-05-01_12-00-51,108,7,0.74,0.7249963283538818,0.4439801733071177,4.39298411998712,"[0.5739835500717163, 0.29722702503204346, 0.2191024124622345]","[0.5565900206565857, 0.2861596941947937, 0.19155897200107574]",[-0.49097311  0.50876135  0.50216025 -0.4979381 ],"[-0.7291060090065002, -0.0009626861428841949, -0.011083455756306648, 0.6843103766441345]"
11,2024-05-01_12-00-51,109,7,0.74,0.7191649675369263,0.3806659911222528,4.417852005443181,"[0.5708156228065491, 0.29356133937835693, 0.219011127948761]","[0.556270956993103, 0.2817019522190094, 0.1807691603899002]",[ 0.49646279 -0.50288165 -0.49909553  0.50153607],"[-0.720379650592804, -0.00418065395206213, -0.008269513957202435, 0.6935180425643921]"
12,2024-05-01_12-00-51,11,7,0.52,0.6263946294784546,0.32335183488243757,4.249921393172007,"[0.5727400183677673, 0.2986040711402893, 0.21930000185966492]","[0.5834559202194214, 0.28377455472946167, 0.1837092489004135]",[-0.4953185   0.50420195  0.5020594  -0.49837372],"[-0.7113279104232788, -0.014202377758920193, 0.002061006613075733, 0.7027137875556946]"
13,2024-05-01_12-00-51,110,7,0.74,0.7269819378852844,0.4286455270945222,4.406205008149418,"[0.5772944688796997, 0.29354411363601685, 0.21918344497680664]","[0.5714775919914246, 0.28162193298339844, 0.1893530637025833]",[ 0.49429578 -0.50511539 -0.49943805  0.50109059],"[-0.7274208068847656, -0.004356131888926029, -0.007067115046083927, 0.6861414313316345]"
14,2024-05-01_12-00-51,111,7,0.74,0.7209015488624573,0.43277487584533947,4.40193675377021,"[0.5734826326370239, 0.2945464253425598, 0.21916481852531433]","[0.5555513501167297, 0.28231173753738403, 0.18889151513576508]",[ 0.49498689 -0.50477654 -0.4984954   0.50168812],"[-0.7279815673828125, -0.0029602046124637127, -0.011871983297169209, 0.6854875087738037]"
